Id,MSSubClass,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotalBath,BedroomAbvGr,GarageCars,YrSold,SalePrice
1009,20,Mitchel,Norm,1Fam,1Story,7,5,2004,2005,1710,0,0,2,0,2,3,2,2009,240000
1010,50,SWISU,Norm,1Fam,1.5Fin,5,5,1926,1950,1522,0,0,2,0,2,4,0,2006,102000
1011,50,Sawyer,Norm,1Fam,1.5Fin,5,5,1948,1950,1271,0,0,2,0,2,4,1,2008,135000
1012,90,Edwards,Norm,Duplex,1Story,5,5,1965,1965,1664,0,0,2,0,2,4,0,2010,100000
1013,70,Crawfor,Norm,1Fam,2Story,6,7,1923,1996,1502,0,0,1,1,1.5,3,1,2007,165000
1014,30,OldTown,Norm,1Fam,1Story,5,4,1910,2006,1022,1,0,1,0,2,2,1,2009,85000
1015,20,NAmes,Artery,1Fam,1Story,6,5,1948,1950,1082,0,0,1,0,1,2,1,2007,119200
1016,60,NWAmes,Norm,1Fam,2Story,8,6,2001,2001,1665,1,0,2,1,3.5,3,2,2009,227000
1017,20,CollgCr,Norm,1Fam,1Story,7,5,1996,1996,1504,1,0,2,0,3,3,2,2009,203000
1018,120,StoneBr,Norm,TwnhsE,1Story,8,5,1984,1984,1360,1,0,1,0,2,1,2,2009,187500
1019,80,Gilbert,Norm,1Fam,SLvl,7,5,1991,1992,1472,0,0,2,1,2.5,3,2,2007,160000
1020,120,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2005,1506,0,0,2,0,2,2,2,2006,213490
1021,20,Edwards,Norm,1Fam,1Story,4,5,2005,2005,1132,1,0,1,1,2.5,2,2,2008,176000
1022,20,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,1220,1,0,2,0,3,2,2,2006,194000
1023,50,OldTown,Norm,1Fam,1.5Fin,5,5,1930,1950,1248,0,0,1,0,1,2,1,2007,87000
1024,120,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,1504,0,0,2,0,2,2,2,2008,191000
1025,20,Timber,Norm,1Fam,1Story,8,6,1976,1976,2898,1,0,2,0,3,2,2,2008,287000
1026,20,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,882,1,0,1,0,2,3,2,2007,112500
1027,20,NAmes,Feedr,1Fam,1Story,5,5,1960,1960,1264,1,0,1,0,2,3,2,2010,167500
1028,20,Timber,Norm,1Fam,1Story,8,5,2007,2008,1646,1,0,2,0,3,3,3,2008,293077
1029,50,NAmes,Artery,1Fam,1.5Fin,5,5,1941,1950,1376,1,0,1,0,2,3,1,2007,105000
1030,160,BrDale,Norm,Twnhs,2Story,6,7,1972,1972,1218,0,1,1,1,2,3,1,2006,118000
1031,190,SWISU,Norm,2fmCon,2Story,5,8,1916,1995,1928,0,0,2,0,2,5,0,2006,160000
1032,75,SWISU,Norm,1Fam,2.5Fin,7,3,1920,1970,3082,1,0,2,1,3.5,5,2,2009,197000
1033,60,NoRidge,Norm,1Fam,2Story,8,7,1993,1993,2520,1,0,2,1,3.5,5,3,2006,310000
1034,20,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,1654,1,0,2,0,3,3,3,2006,230000
1035,30,Crawfor,Norm,1Fam,1Story,5,7,1938,1950,954,0,0,1,0,1,2,1,2007,119750
1036,20,Edwards,Norm,1Fam,1Story,4,3,1957,1957,845,0,0,1,0,1,3,1,2009,84000
1037,20,Timber,Norm,1Fam,1Story,9,5,2007,2008,1620,1,0,2,0,3,2,3,2009,315500
1038,60,CollgCr,Norm,1Fam,2Story,8,5,2001,2002,2263,0,0,2,1,2.5,3,2,2008,287000
1039,160,MeadowV,Norm,Twnhs,2Story,4,6,1970,2008,1344,0,0,1,1,1.5,3,0,2009,97000
1040,180,MeadowV,Norm,TwnhsE,SFoyer,4,4,1970,1970,630,1,0,1,0,2,1,1,2009,80000
1041,20,Sawyer,Norm,1Fam,1Story,5,4,1957,2000,1803,1,0,2,0,3,3,2,2006,155000
1042,60,NWAmes,Feedr,1Fam,2Story,6,8,1966,2000,1632,0,1,1,1,2,4,2,2008,173000
1043,120,NridgHt,Norm,Twnhs,1Story,6,5,2005,2005,1306,1,0,2,0,3,1,2,2009,196000
1044,60,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,2329,1,0,2,1,3.5,4,2,2008,262280
1045,20,NWAmes,PosN,1Fam,1Story,8,5,1981,1981,2524,1,0,2,1,3.5,4,2,2009,278000
1046,20,Edwards,Norm,1Fam,1Story,3,5,1955,1955,1733,0,0,2,0,2,4,2,2009,139600
1047,60,StoneBr,Norm,1Fam,2Story,9,5,2005,2006,2868,0,0,3,1,3.5,4,3,2006,556581
1048,20,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,990,0,1,1,0,1.5,3,2,2008,145000
1049,20,Mitchel,Norm,1Fam,1Story,5,4,1960,2006,1771,0,0,1,0,1,3,2,2009,115000
1050,20,Edwards,Norm,1Fam,1Story,4,7,1946,2006,930,0,0,1,0,1,2,1,2010,84900
1051,20,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,1302,0,0,2,0,2,3,2,2007,176485
1052,20,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,1316,0,0,2,0,2,3,2,2007,200141
1053,60,NAmes,Artery,1Fam,2Story,6,6,1964,1978,1977,0,1,1,1,2,4,2,2007,165000
1054,20,Edwards,Norm,1Fam,1Story,5,6,1957,2002,1526,0,0,1,0,1,4,1,2010,144500
1055,60,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,1989,1,0,2,1,3.5,3,2,2006,255000
1056,20,NWAmes,Norm,1Fam,1Story,6,5,1976,1976,1523,0,1,2,0,2.5,3,2,2008,180000
1057,120,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2005,1364,1,0,2,0,3,2,2,2006,185850
1058,60,NoRidge,Norm,1Fam,2Story,7,6,1994,1994,1850,0,0,2,1,2.5,3,2,2009,248000
1059,60,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,2184,1,0,2,1,3.5,3,3,2009,335000
1060,50,Crawfor,Norm,1Fam,1.5Fin,6,7,1932,1950,1991,0,0,1,1,1.5,3,2,2007,220000
1061,120,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2001,1338,1,0,2,0,3,2,2,2010,213500
1062,30,IDOTRR,Norm,1Fam,1Story,3,4,1935,1950,894,0,0,1,0,1,2,3,2008,81000
1063,190,OldTown,Norm,2fmCon,2Story,5,5,1900,1950,2337,0,0,2,0,2,5,2,2007,90000
1064,30,OldTown,Artery,1Fam,1Story,6,6,1925,1980,1103,0,0,1,0,1,2,2,2006,110500
1065,20,NAmes,Norm,1Fam,1Story,5,6,1966,1966,1154,0,0,1,1,1.5,3,2,2009,154000
1066,60,ClearCr,Norm,1Fam,2Story,7,5,1996,1997,2260,1,0,2,1,3.5,3,2,2010,328000
1067,60,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,1571,0,0,2,1,2.5,3,2,2009,178000
1068,60,NAmes,Norm,1Fam,2Story,6,6,1964,1964,1611,1,0,1,1,2.5,4,2,2008,167900
1069,160,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,2521,1,0,2,1,3.5,5,2,2006,151400
1070,45,NAmes,Norm,1Fam,1.5Unf,5,7,1949,2003,893,0,1,1,0,1.5,2,2,2007,135000
1071,20,NAmes,Norm,1Fam,1Story,5,5,1956,1956,1048,1,0,1,0,2,3,1,2007,135000
1072,60,NWAmes,RRAn,1Fam,2Story,6,6,1968,1968,1556,0,0,1,1,1.5,4,2,2009,154000
1073,50,Edwards,Artery,1Fam,1.5Fin,5,3,1948,1950,1456,1,1,1,0,2.5,4,1,2006,91500
1074,60,Edwards,Norm,1Fam,2Story,6,6,1977,1977,1426,0,0,1,1,1.5,3,2,2009,159500
1075,20,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,1240,0,0,2,0,2,2,3,2007,194000
1076,70,Crawfor,Norm,1Fam,2Story,7,6,1940,1984,1740,0,0,1,1,1.5,3,1,2007,219500
1077,50,OldTown,Norm,1Fam,1.5Fin,5,8,1936,1989,1466,0,1,2,0,2.5,3,2,2006,170000
1078,20,NAmes,Norm,1Fam,1Story,5,5,1969,1969,1096,1,0,1,0,2,3,1,2006,138800
1079,120,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,848,1,0,1,0,2,1,2,2006,155900
1080,20,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,990,0,0,1,0,1,3,1,2007,126000
1081,20,NWAmes,Norm,1Fam,1Story,6,7,1971,2004,1258,0,1,2,0,2.5,3,2,2008,145000
1082,20,Sawyer,Feedr,1Fam,1Story,5,5,1963,1963,1040,1,0,1,1,2.5,3,1,2010,133000
1083,20,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,1459,0,0,2,0,2,3,2,2007,192000
1084,20,NAmes,Norm,1Fam,1Story,6,6,1964,1964,1251,1,0,1,0,2,3,1,2006,160000
1085,60,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,1498,0,0,2,1,2.5,3,2,2006,187500
1086,85,SawyerW,Norm,1Fam,SFoyer,6,6,1992,1992,996,1,0,1,0,2,2,2,2010,147000
1087,160,MeadowV,Norm,TwnhsE,2Story,4,5,1973,1973,1092,0,0,1,1,1.5,3,1,2010,83500
1088,60,Somerst,Norm,1Fam,2Story,8,5,2005,2006,1953,0,0,2,1,2.5,3,3,2009,252000
1089,160,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,1709,0,0,2,0,2,3,2,2006,137500
1090,120,Somerst,Norm,TwnhsE,1Story,8,5,2005,2005,1247,1,0,1,1,2.5,1,2,2006,197000
1091,90,NAmes,Norm,Duplex,1Story,3,4,1950,1950,1040,0,0,2,0,2,2,2,2009,92900
1092,160,Somerst,Norm,Twnhs,2Story,7,5,1999,2000,1252,1,0,2,1,3.5,2,2,2008,160000
1093,50,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,1694,0,0,2,0,2,4,2,2008,136500
1094,20,NAmes,Feedr,1Fam,1Story,5,8,1965,1998,1200,1,0,1,1,2.5,1,2,2006,146000
1095,20,NAmes,Norm,1Fam,1Story,5,7,1956,2000,936,1,0,1,0,2,2,1,2010,129000
1096,20,CollgCr,Norm,1Fam,1Story,6,5,2006,2006,1314,0,0,2,0,2,3,2,2007,176432
1097,70,IDOTRR,Norm,1Fam,2Story,6,7,1914,2006,1355,0,0,1,1,1.5,3,0,2007,127000
1098,120,StoneBr,Norm,TwnhsE,1Story,8,5,1986,1986,1088,0,0,1,1,1.5,2,2,2007,170000
1099,50,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,1950,1324,0,0,1,0,1,3,1,2009,128000
1100,20,NWAmes,RRAn,1Fam,1Story,7,5,1978,1978,1601,0,0,2,0,2,3,2,2009,157000
1101,30,SWISU,Norm,1Fam,1Story,2,5,1920,1950,438,0,0,1,0,1,1,1,2009,60000
1102,20,NAmes,Norm,1Fam,1Story,5,5,1971,1971,950,0,0,1,0,1,3,1,2007,119500
1103,20,NAmes,Norm,1Fam,1Story,5,7,1960,2002,1134,0,0,1,0,1,2,1,2007,135000
1104,20,NAmes,Norm,1Fam,1Story,6,6,1959,1959,1194,0,1,1,0,1.5,3,2,2006,159500
1105,160,BrDale,Norm,TwnhsE,2Story,5,5,1970,1970,1302,0,0,2,1,2.5,3,2,2007,106000
1106,60,NoRidge,Norm,1Fam,2Story,8,5,1994,1995,2622,1,0,2,1,3.5,3,2,2010,325000
1107,20,SawyerW,Feedr,1Fam,1Story,7,5,1990,1991,1442,1,0,2,0,3,3,2,2007,179900
1108,60,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,2021,0,0,2,1,2.5,3,2,2006,274725
1109,60,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,1690,0,0,2,1,2.5,3,2,2007,181000
1110,20,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,1836,1,0,2,0,3,3,3,2009,280000
1111,60,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,1658,1,0,2,1,3.5,3,2,2008,188000
1112,60,NWAmes,Norm,1Fam,2Story,7,6,1976,1976,1964,0,0,2,1,2.5,4,2,2008,205000
1113,20,NAmes,Norm,1Fam,1Story,5,7,1957,1957,816,1,0,1,0,2,2,1,2006,129900
1114,20,NAmes,Norm,1Fam,1Story,5,7,1953,2006,1008,1,0,1,0,2,2,1,2007,134500
1115,20,OldTown,Norm,1Fam,1Story,5,7,1954,2000,833,0,0,1,0,1,2,1,2006,117000
1116,20,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,1734,1,0,2,0,3,3,3,2007,318000
1117,80,Gilbert,Norm,1Fam,SLvl,8,5,2002,2002,1419,1,0,2,1,3.5,3,2,2009,184100
1118,20,Sawyer,Feedr,1Fam,1Story,5,7,1967,2003,894,1,0,1,0,2,3,2,2008,130000
1119,80,Sawyer,Norm,1Fam,SLvl,5,6,1958,1987,1601,0,1,1,0,1.5,3,1,2008,140000
1120,20,NAmes,Norm,1Fam,1Story,5,5,1959,1959,1040,0,0,1,0,1,3,1,2006,133700
1121,30,IDOTRR,Norm,1Fam,1Story,6,5,1920,1950,1012,0,0,1,0,1,2,1,2007,118400
1122,20,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,1552,0,0,2,0,2,3,3,2006,212900
1123,20,Edwards,Norm,1Fam,1Story,4,3,1956,1956,960,0,0,1,0,1,3,1,2009,112000
1124,20,Edwards,Norm,1Fam,1Story,5,9,1947,2008,698,0,1,1,0,1.5,2,0,2009,118000
1125,80,Gilbert,Norm,1Fam,SLvl,7,5,1992,1992,1482,0,0,2,1,2.5,3,2,2007,163900
1126,20,NAmes,Norm,1Fam,1Story,4,5,1955,1955,1005,0,0,1,0,1,2,2,2009,115000
1127,120,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,1555,0,0,2,0,2,2,3,2009,174000
1128,20,Gilbert,Norm,1Fam,1Story,7,5,2004,2004,1530,1,0,2,0,3,3,3,2007,259000
1129,60,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,1959,0,0,2,1,2.5,4,2,2007,215000
1130,90,OldTown,Norm,Duplex,SFoyer,5,5,1980,1980,936,1,0,1,0,2,2,2,2007,140000
1131,50,SWISU,Norm,1Fam,1.5Fin,4,3,1928,1950,1981,1,0,2,0,3,4,2,2009,135000
1132,20,Mitchel,Norm,1Fam,1Story,5,5,1991,1992,974,0,0,1,0,1,3,0,2007,93500
1133,70,OldTown,Norm,1Fam,2Story,6,4,1880,1950,2210,0,0,2,0,2,5,1,2007,117500
1134,60,SawyerW,Norm,1Fam,2Story,8,5,1995,1995,2020,0,0,2,1,2.5,3,2,2009,239500
1135,60,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,1600,0,0,2,1,2.5,3,2,2007,169000
1136,30,BrkSide,Norm,1Fam,1Story,6,5,1926,1950,986,0,0,1,0,1,2,1,2007,102000
1137,50,NAmes,Norm,1Fam,1.5Fin,6,5,1950,1950,1252,0,0,1,0,1,3,1,2008,119000
1138,50,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875,1996,1020,0,0,1,0,1,2,0,2010,94000
1139,20,Mitchel,Norm,1Fam,1Story,6,5,1977,1977,1567,1,0,2,0,3,2,2,2009,196000
1140,30,BrkSide,Norm,1Fam,1Story,5,5,1920,1950,1167,0,0,1,0,1,3,2,2007,144000
1141,20,NAmes,Norm,1Fam,1Story,5,7,1951,1951,952,1,0,1,0,2,2,2,2008,139000
1142,60,NWAmes,PosN,1Fam,2Story,5,7,1976,1976,1868,1,0,2,1,3.5,4,2,2009,197500
1143,60,CollgCr,Norm,1Fam,2Story,8,5,2006,2007,2828,1,0,3,0,4,4,3,2007,424870
1144,20,Sawyer,Norm,1Fam,1Story,5,3,1959,1959,1006,0,0,1,0,1,3,0,2008,80000
1145,190,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,1950,924,1,0,1,0,2,2,1,2010,80000
1146,50,BrkSide,Norm,1Fam,1.5Fin,5,6,1928,1950,1576,0,0,1,0,1,3,1,2006,149000
1147,20,SawyerW,Norm,1Fam,1Story,6,5,1985,1985,1298,1,0,2,0,3,3,2,2006,180000
1148,70,Crawfor,Norm,1Fam,2Story,7,7,1941,1950,1564,0,0,1,1,1.5,3,1,2009,174500
1149,50,OldTown,Norm,1Fam,1.5Fin,7,7,1926,1950,1111,0,0,1,0,1,2,1,2008,116900
1150,70,OldTown,Artery,1Fam,2Story,7,9,1920,1988,1482,0,1,1,0,1.5,3,2,2009,143000
1151,20,NAmes,Norm,1Fam,1Story,6,5,1950,1950,932,0,0,1,0,1,2,1,2007,124000
1152,20,Edwards,Norm,1Fam,1Story,5,4,1959,1959,1466,0,0,1,1,1.5,3,2,2006,149900
1153,20,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,1811,0,0,1,0,1,2,2,2006,230000
1154,30,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,816,0,0,1,0,1,2,1,2008,120500
1155,60,NAmes,Norm,1Fam,2Story,7,6,1965,1988,1820,0,0,1,2,2,4,2,2008,201800
1156,20,Veenker,Norm,1Fam,1Story,5,8,1976,2004,1437,1,0,2,0,3,3,2,2007,218000
1157,80,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,1265,0,1,2,0,2.5,3,2,2008,179900
1158,120,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,1314,1,0,2,0,3,2,2,2009,230000
1159,20,Somerst,Feedr,1Fam,1Story,8,5,2007,2008,1580,0,0,2,0,2,3,3,2008,235128
1160,60,NWAmes,Norm,1Fam,2Story,6,6,1974,1974,1876,0,0,2,1,2.5,4,2,2008,185000
1161,160,NPkVill,Norm,Twnhs,2Story,6,5,1978,1978,1456,0,0,2,1,2.5,3,2,2010,146000
1162,20,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,1640,1,0,1,0,2,3,2,2008,224000
1163,20,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,894,0,0,1,0,1,3,2,2007,129000
1164,90,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,1258,2,0,0,2,3,0,2,2008,108959
1165,80,Veenker,Feedr,1Fam,SLvl,5,7,1978,1978,1432,1,0,1,1,2.5,2,2,2007,194000
1166,20,NridgHt,Norm,1Fam,1Story,7,5,2009,2009,1502,0,0,2,0,2,3,2,2009,233170
1167,20,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,1694,0,0,2,0,2,3,3,2010,245350
1168,60,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,1671,1,0,2,1,3.5,3,2,2006,173000
1169,70,Edwards,Norm,1Fam,2Story,6,7,1935,1986,2108,0,0,2,0,2,4,2,2008,235000
1170,60,NoRidge,Norm,1Fam,2Story,10,5,1995,1996,3627,1,0,3,1,4.5,4,3,2006,625000
1171,80,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,1118,1,0,1,0,2,3,1,2008,171000
1172,20,NAmes,Norm,1Fam,1Story,6,6,1958,1958,1261,1,0,1,0,2,3,2,2008,163000
1173,160,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,1250,0,0,2,1,2.5,2,2,2008,171900
1174,50,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,3086,0,0,3,0,3,3,0,2007,200500
1175,70,Crawfor,Norm,1Fam,2Story,6,8,1932,1950,2345,0,0,2,1,2.5,4,2,2006,239000
1176,50,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,2872,0,0,2,1,2.5,4,2,2007,285000
1177,20,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,923,1,0,1,0,2,3,1,2008,119500
1178,50,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,1224,0,0,1,0,1,3,1,2009,115000
1179,50,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,1343,0,0,1,1,1.5,3,1,2009,154900
1180,20,Edwards,Norm,1Fam,1Story,5,5,1954,1954,1124,0,0,1,0,1,3,0,2006,93000
1181,60,Timber,Norm,1Fam,2Story,7,5,1990,1991,2514,0,0,2,1,2.5,4,2,2006,250000
1182,120,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,1652,1,1,2,0,3.5,2,2,2008,392500
1183,60,NoRidge,Norm,1Fam,2Story,10,5,1996,1996,4476,1,0,3,1,4.5,4,3,2007,745000
1184,30,OldTown,Norm,1Fam,1Story,5,6,1920,1950,1130,1,0,1,0,2,2,2,2006,120000
1185,20,Timber,Norm,1Fam,1Story,5,4,1963,1963,1572,1,0,1,1,2.5,3,3,2007,186700
1186,50,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,1221,1,0,1,0,2,4,1,2006,104900
1187,190,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,1699,1,0,2,0,3,3,2,2009,95000
1188,20,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,1624,1,0,2,0,3,2,3,2006,262000
1189,60,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,1660,0,0,2,1,2.5,3,2,2009,195000
1190,60,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,1804,0,0,2,1,2.5,3,2,2010,189000
1191,190,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,1622,1,0,1,0,2,3,4,2007,168000
1192,160,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,1441,0,0,2,1,2.5,2,2,2007,174000
1193,50,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,1472,0,0,1,0,1,3,1,2007,125000
1194,120,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,1224,1,0,2,0,3,2,2,2009,165000
1195,60,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,1352,0,0,1,1,1.5,4,1,2010,158000
1196,60,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,1456,0,0,2,1,2.5,3,2,2008,176000
1197,60,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,1863,0,0,2,1,2.5,4,3,2006,219210
1198,75,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,1690,0,0,1,0,1,3,1,2006,144000
1199,20,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,1212,0,0,2,0,2,3,2,2009,178000
1200,20,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,1382,0,0,1,1,1.5,3,2,2006,148000
1201,20,NAmes,Norm,1Fam,1Story,4,5,1970,1970,864,0,0,1,0,1,3,1,2006,116050
1202,60,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,1779,0,0,2,1,2.5,3,2,2009,197900
1203,50,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,1348,1,0,1,0,2,3,1,2009,117000
1204,20,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,1630,0,0,2,0,2,3,2,2009,213000
1205,20,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,1074,1,0,1,1,2.5,3,2,2006,153500
1206,20,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,2196,0,0,2,0,2,3,3,2009,271900
1207,20,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,1056,1,0,1,0,2,2,1,2006,107000
1208,20,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,1700,1,0,2,0,3,3,2,2006,200000
1209,20,NAmes,Norm,1Fam,1Story,5,7,1962,1980,1283,1,0,1,0,2,3,2,2008,140000
1210,20,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,1660,1,0,2,0,3,3,2,2006,290000
1211,60,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,1845,0,0,2,1,2.5,3,2,2010,189000
1212,50,Gilbert,Norm,1Fam,1.5Fin,8,7,1988,2005,1752,0,0,2,0,2,4,2,2010,164000
1213,30,Edwards,Norm,1Fam,1Story,4,6,1941,1950,672,1,0,1,0,2,2,1,2009,113000
1214,80,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,960,1,1,0,0,1.5,0,1,2006,145000
1215,85,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,999,1,0,1,0,2,3,1,2006,134500
1216,20,Sawyer,Norm,1Fam,1Story,5,5,1966,1966,894,0,0,1,0,1,3,1,2007,125000
1217,90,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,1978,1902,0,0,2,0,2,4,2,2010,112000
1218,20,Somerst,Norm,1Fam,1Story,8,5,2009,2009,1314,1,0,2,0,3,3,2,2009,229456
1219,50,BrkSide,Norm,1Fam,1.5Fin,4,5,1947,1950,912,0,0,1,0,1,2,0,2006,80500
1220,160,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,1218,0,0,1,1,1.5,3,0,2006,91500
1221,20,NAmes,Norm,1Fam,1Story,5,5,1964,1964,912,0,0,1,0,1,2,1,2006,115000
1222,20,Sawyer,Feedr,1Fam,1Story,5,5,1968,1968,1211,0,0,1,0,1,3,1,2008,134000
1223,50,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,1846,0,0,2,0,2,3,1,2007,143000
1224,20,NAmes,Norm,1Fam,1Story,5,3,1951,1951,2136,0,0,2,0,2,4,2,2006,137900
1225,60,Gilbert,RRAn,1Fam,2Story,7,5,2004,2005,1490,1,0,2,1,3.5,3,2,2008,184000
1226,80,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,1138,0,1,1,0,1.5,3,1,2007,145000
1227,60,Somerst,Feedr,1Fam,2Story,6,5,2007,2007,1933,0,0,2,1,2.5,4,3,2008,214000
1228,20,NAmes,Norm,1Fam,1Story,5,8,1965,2008,912,1,0,1,0,2,2,2,2008,147000
1229,120,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,1702,1,0,1,1,2.5,1,3,2008,367294
1230,80,NAmes,Norm,1Fam,SLvl,5,5,1960,1960,1507,0,0,2,0,2,4,1,2008,127000
1231,90,Sawyer,Feedr,Duplex,1.5Fin,5,5,1977,1977,2620,0,0,2,2,3,4,2,2007,190000
1232,90,NAmes,Norm,Duplex,SLvl,5,6,1962,1962,1190,1,0,1,0,2,3,2,2006,132500
1233,90,NAmes,Norm,Duplex,1Story,4,5,1962,1962,1224,0,0,2,0,2,2,2,2007,101800
1234,20,NAmes,Norm,1Fam,1Story,5,5,1959,1959,1188,1,0,1,0,2,3,2,2010,142000
1235,70,SWISU,Norm,1Fam,2Story,5,6,1911,1950,1964,0,0,1,1,1.5,4,0,2008,130000
1236,70,Crawfor,Norm,1Fam,2Story,5,5,1914,1950,1784,0,0,1,1,1.5,4,1,2006,138887
1237,160,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,1626,0,0,2,1,2.5,2,2,2010,175500
1238,60,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,1948,0,0,2,1,2.5,4,2,2006,195000
1239,20,SawyerW,RRAe,1Fam,1Story,6,5,2005,2005,1141,0,0,1,1,1.5,3,2,2006,142500
1240,20,Timber,Norm,1Fam,1Story,8,5,2006,2006,1484,0,0,2,0,2,2,2,2007,265900
1241,60,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,1768,1,0,2,1,3.5,3,2,2008,224900
1242,20,Somerst,Norm,1Fam,1Story,7,6,2007,2007,1689,0,0,2,0,2,3,3,2007,248328
1243,85,NWAmes,Norm,1Fam,SFoyer,7,6,1974,1974,1173,1,0,2,0,3,3,2,2010,170000
1244,20,NridgHt,Norm,1Fam,1Story,10,5,2006,2006,2076,1,0,2,1,3.5,2,3,2006,465000
1245,70,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,1517,0,0,1,0,1,3,2,2006,230000
1246,80,NWAmes,Norm,1Fam,SLvl,6,7,1984,2003,1868,0,0,3,1,3.5,3,2,2007,178000
1247,60,Somerst,Norm,1Fam,2Story,7,5,2005,2006,1553,0,0,2,1,2.5,3,2,2006,186500
